Song,Artist,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,dataset,kmeans,dbscan
Ich Will Dich She'n - reprise,Belle,04oq6VPupinLHUHZUuskeI,0.282,0.181,0,-13.767,1,0.034,0.734,0.0635,0.0737,0.0522,79.987,Not Hot,6,0
Sobreviviré,Panteon Rococo,6gVV28leSTAI70fV8fVP7L,0.397,0.909,1,-4.796,0,0.128,0.0202,5.44e-05,0.335,0.436,138.207,Not Hot,7,0
Sound the Alarm,The Knocks;Rivers Cuomo;Royal & the Serpent,6OsIb7RKndyPBew3traCr8,0.688,0.788,5,-3.064,0,0.0436,0.0164,0.000306,0.541,0.774,101.006,Not Hot,3,0
Outrageous,Oingo Boingo,73MO0XtI39eIVabV4zlhXV,0.51,0.863,9,-11.168,0,0.0533,0.0836,1.04e-05,0.0622,0.72,155.324,Not Hot,3,0
Hot in It,Tiësto;Charli XCX,1vXNHt7Vj7U75R0qV2YrOu,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,Not Hot,2,0
The Werewolf,Paul Simon,4ymzjLJIaRsXoTvO8sfDpZ,0.742,0.684,11,-6.543,0,0.137,0.139,0.0,0.115,0.547,133.593,Not Hot,3,0
Un Soñador,Los Roller's,7tNIL53zRMumsAC19iCdrp,0.671,0.535,1,-7.335,1,0.0469,0.591,0.000114,0.216,0.847,80.002,Not Hot,2,0
Locomia,Asspera,5dxOhrrsFghadqGOZWBWuK,0.652,0.907,1,-4.982,1,0.0434,0.000365,0.0161,0.351,0.583,119.996,Not Hot,2,0
Kick Out the Jams,The Presidents Of The United States Of America,79yyMtm6EtPATD7EyNTKC3,0.55,0.964,8,-3.713,0,0.0818,0.000138,0.864,0.0717,0.935,86.309,Not Hot,5,0
BOY,King Gnu,3oQaOjaIYPsnJbGNzXcIID,0.619,0.802,0,-6.618,1,0.0629,0.0831,0.0,0.361,0.535,109.982,Not Hot,2,0
Wish,Ellen Allien,3KmlvEQ4drHLcJinD0dnmX,0.849,0.832,4,-7.623,0,0.125,0.166,0.515,0.107,0.841,134.018,Not Hot,3,0
Fresa,TINI;Lalo Ebratt,6RdUll05FqKj0hlACz9Y94,0.781,0.866,5,-3.493,0,0.0867,0.216,0.0,0.101,0.864,95.993,Not Hot,3,0
Letztes Abendmahl,Megaloh;Oga Beats,6JSHnsvydMHvYcNankikEN,0.815,0.45,2,-10.541,1,0.395,0.0303,4.66e-06,0.344,0.228,168.051,Not Hot,7,0
Obsidian Spires,De Profundis,3PWLkx5sHMLwfWMih0CjbZ,0.279,0.953,7,-6.137,1,0.103,0.000273,0.00473,0.174,0.246,200.661,Not Hot,7,0
ouch,Bring Me The Horizon,1PWFyfV7yYhlxHZX2g25wS,0.514,0.813,2,-6.554,0,0.0719,0.00221,0.0204,0.295,0.382,160.047,Not Hot,7,0
Moments,Jon Sarta,70brdedH3N5q4HnLmNZRWz,0.682,0.0268,2,-26.66,1,0.0563,0.995,0.809,0.0983,0.362,112.081,Not Hot,4,0
Happier,Marshmello;Bastille,1XGsEVaoYosgzQNUQrXyUb,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,Not Hot,2,0
Você Me Engana,JM Puxado,3CcS6vBsjVU13dA7urOHH5,0.617,0.842,1,-3.139,0,0.0754,0.39,0.0,0.584,0.726,75.015,Not Hot,0,0
Hot in It,Tiësto;Charli XCX,5IGsV7tGijVH9R7KtneqKn,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,Not Hot,2,0
Mágica,Calcinha Preta,0SvtBdkNRlErX8sPrFgWPW,0.398,0.801,4,-3.754,0,0.0541,0.33,0.0,0.467,0.431,159.941,Not Hot,7,0
Shooter McGavin,Burnt By The Sun,5XgHgpN6ojgWyYZcUd2J3W,0.182,0.943,8,-4.036,1,0.0931,1.18e-05,0.887,0.047,0.285,85.678,Not Hot,5,0
Be Alright - Remix,Fasetya,0uJ3YVjbkWefsiV2kA6U8L,0.73,0.198,1,-14.545,1,0.102,0.91,0.00087,0.11,0.094,113.912,Not Hot,6,0
An Operatic Tragedy,Mindi Dickstein;Jason Howland;'Little Women' Original Broadway Cast,77cPwtYuN1MFrsKc3Rqdsv,0.521,0.425,7,-8.06,1,0.378,0.868,0.0,0.603,0.567,78.824,Not Hot,0,0
Si Te Da lo Mismo - Versión 25 Años [Live],Los Cafres,2A3mfvW9RaldwHe3yG8lIm,0.644,0.732,2,-7.545,0,0.0331,0.0921,0.0,0.717,0.662,150.105,Not Hot,0,0
Nee Hinga Nodabyada,Sangeetha Rajeev,4i30bfijYLfbwenXLE2R4Q,0.654,0.697,1,-5.242,0,0.0974,0.441,3.28e-05,0.126,0.556,173.973,Not Hot,3,0
Azul da Cor do Mar (Ao Vivo),Tim Maia,6UTIQrHCMR1bqH8D7MLl52,0.454,0.766,9,-6.901,1,0.114,0.191,0.000307,0.564,0.393,82.755,Not Hot,0,0
Icky Thump,The White Stripes,2LMq1O0NiqGhPOlXo3McYQ,0.417,0.63,9,-7.24,1,0.0898,0.0209,0.0134,0.0543,0.341,94.214,Not Hot,2,0
Ocular,MIKTEK,3TJ7TFvaUUOcvt07fIx7zF,0.272,0.136,8,-25.826,0,0.0343,0.891,0.898,0.112,0.164,120.027,Not Hot,4,0
Irish and Italians (Jfl 2002),Dara O Briain,4CsnX3J6KHAotUc34du56V,0.549,0.706,10,-17.454,1,0.945,0.663,0.0,0.95,0.312,82.49,Not Hot,1,1
KIMONO,Gravity;DC Krma;Outfly;RORO;Started Off Poor,3yAoryfVJoowaJpbxezXaB,0.672,0.673,8,-6.699,1,0.337,0.0879,0.0,0.289,0.333,139.848,Not Hot,7,0
La mort à Pop Hip - Interlude 6,Stupeflip;Reverb Man,6IkpQyY8TcaMM0Cx4OCf2N,0.477,0.428,0,-12.858,1,0.435,0.0435,0.00542,0.322,0.717,131.862,Not Hot,2,0
Tracy Morgan at the Improv,Jay Mohr,5EVDHVJTvfCTqYemafJw2K,0.564,0.494,2,-12.62,1,0.96,0.846,0.0,0.682,0.523,61.442,Not Hot,1,1
Struck By Clouds,Ivan Bielsa,5UkCU9C0YGZHNwPIcGD3Up,0.648,0.0331,11,-17.582,0,0.0822,0.961,0.973,0.108,0.118,114.02,Not Hot,4,0
Ancienne prophétie - Interlude 5,Stupeflip,626KJ8oTkNs9znR1nDqq1k,0.531,0.819,5,-8.199,1,0.209,0.678,0.000163,0.677,0.629,82.034,Not Hot,0,0
Plastique,Plastikman;Richie Hawtin,2ZE0ADwLpZW78r5FgUFjoR,0.735,0.761,4,-8.825,0,0.0858,4.94e-06,0.77,0.653,0.0401,106.904,Not Hot,5,0
YOLO,The Lonely Island;Adam Levine;Kendrick Lamar,6XmT1eehtQjAtuZL3gMBNT,0.611,0.871,7,-3.003,0,0.275,0.0284,0.0,0.157,0.66,160.032,Not Hot,3,0
I Need The Light,ENHYPEN,69mhZKG0nDbSK7NoINWEsE,0.594,0.869,0,-4.995,0,0.0728,0.0638,0.0,0.346,0.802,152.113,Not Hot,3,0
Natural Environment Sounds: To Improve Sleep and Help Insomnia Naturally (Be Stress Free),Natural White Noise Relaxation,6hjGiP2FY6kdbZT8N86cDc,0.103,0.86,1,-19.627,1,0.0595,0.548,0.94,0.123,0.0016,92.323,Not Hot,4,0
Love Changes (Everything),Climie Fisher,1y748kOQshZECWk5MddfOv,0.624,0.868,5,-5.867,1,0.0269,0.305,1.38e-05,0.186,0.806,111.143,Not Hot,2,0
What Christmas Means To Me,Stevie Wonder,4eQcRkyIXRwJ51XkL1Kls3,0.524,0.614,0,-8.05,1,0.0363,0.202,0.0,0.0802,0.751,82.229,Not Hot,2,0
Home,Celtic Thunder;Damian McGinty,6ajWbqOQ8t0rQx8fHB8aal,0.532,0.325,5,-10.89,1,0.027,0.742,1.01e-05,0.104,0.234,133.984,Not Hot,6,0
Figure It Out,Kanine;Anna Rickards,3IWy6MPyWKPFAQ5x6YAkrc,0.57,0.672,0,-8.276,1,0.0537,0.00459,0.266,0.0877,0.148,172.002,Not Hot,7,0
Sen Nefsine Köle Oldun,Engin Nursani,4cePIfEB7d8xNEcvdTC8tU,0.656,0.55,1,-6.589,1,0.0253,0.539,2.92e-05,0.0809,0.64,92.778,Not Hot,2,0
Mentira - En Vivo desde Puerto Rico,Gilberto Santa Rosa,43O9AGvynKzG98e2iUhxEu,0.359,0.364,1,-12.516,1,0.0775,0.331,0.0,0.162,0.431,76.654,Not Hot,6,0
Ein Bett im Kornfeld,Jürgen Drews;Ben Zucker,5vVgfzrfRvAGs2Jknak3KA,0.641,0.928,4,-3.882,1,0.0506,0.0345,0.0,0.144,0.839,117.981,Not Hot,2,0
Aap Jo Is Tarah Se Tadpayenge,Shantanu Avinashi,4gXu137yeVFxHaWnXMxTWJ,0.397,0.308,6,-7.512,0,0.17,0.604,0.0,0.364,0.509,46.592,Not Hot,6,0
Love Sick,Shady Moon,4uuPCAxVOrd94oxoKvbg0P,0.849,0.307,10,-12.631,1,0.228,0.767,4.62e-06,0.097,0.359,116.031,Not Hot,6,0
Rule The World (feat. ILIRA),GAMPER & DADONI;ILIRA,3yvHcaY61FpeSiLiHiIST4,0.717,0.627,8,-8.198,1,0.0966,0.00974,0.0,0.222,0.437,125.965,Not Hot,2,0
Convo 3: The Finale,Govana,6DkiAJUp2DZ74yKv97cTPy,0.76,0.672,2,-5.812,1,0.31,0.317,0.0,0.479,0.448,104.13,Not Hot,2,0
Wind of Change,Roy Davis Jr.,2cXn5udZLMx1xTJWkhehBN,0.692,0.935,2,-6.66,1,0.0822,0.00784,0.27,0.313,0.88,123.999,Not Hot,2,0
Abrazame,Willie Gonzalez,0ARSW28AQiAWt1frDQPrR2,0.654,0.884,1,-7.001,1,0.0394,0.421,0.000282,0.0857,0.784,167.282,Not Hot,2,0
Star Maker,Priest,2uiJSWhIFN2g1pepqzg0bF,0.611,0.818,2,-5.281,1,0.0305,0.00179,0.0407,0.0904,0.943,127.975,Not Hot,2,0
Dance for You (Jersey Club),Kyle Edwards;DJ Bake,7oBKHPJYECedAEiKzvI7Oh,0.913,0.778,2,-5.772,1,0.115,0.00649,0.0101,0.0432,0.562,144.999,Not Hot,2,0
Jah Guide,Fadagad;Pryce Wayne,0tclK0naxcifpj7KRaeJ9y,0.795,0.371,7,-8.205,0,0.285,0.411,0.00227,0.114,0.415,91.173,Not Hot,3,0
Vivencias,Grupo Niche,4POJVqlwX0Je0wb7xTN0Ne,0.763,0.763,7,-3.799,0,0.0337,0.504,0.0,0.335,0.562,93.417,Not Hot,3,0
Anywhere u go,Tove Lo,0ulX0SQ58c1OGrwya6AnRB,0.598,0.721,1,-5.563,0,0.0652,0.7,0.0,0.119,0.34,175.981,Not Hot,3,0
Stay,Zedd;Alessia Cara,5QHRON3xuXFOWlXeZU4oVF,0.689,0.623,5,-5.025,0,0.0621,0.254,0.0,0.113,0.546,101.998,Not Hot,3,0
Nothing But Love,Spookie Blue,1es5dFE0XW5vfwNSAi0SoO,0.765,0.647,0,-11.348,1,0.0352,0.0559,0.00369,0.1,0.45,91.996,Not Hot,2,0
She Don't Know,The Bolshoi,4SWlxN114O3vWe43Fj7dPn,0.635,0.881,4,-8.751,0,0.0267,0.0178,0.00193,0.265,0.809,126.998,Not Hot,3,0
Wind Of Change,Scorpions,3ovjw5HZZv43SxTwApooCM,0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505,Not Hot,7,0
Maine Royaan (Lofi Remix),Tanveer Evan;Ahmed Shakib,3khiYRqf3tjb6PSGBhkfl4,0.35,0.468,6,-9.909,0,0.0385,0.445,0.034,0.0799,0.0467,71.312,Not Hot,6,0
Cornflakes i sängen,Tjuvjakt,4oWvuypWCVMiqX6NxkkM0R,0.783,0.678,9,-5.573,0,0.239,0.162,1e-06,0.0949,0.399,131.966,Not Hot,3,0
門沒鎖,Victor Wong,47XdwDslZ1b2LpS6JsCmOQ,0.804,0.854,8,-6.009,1,0.0465,0.28,0.0,0.0668,0.961,124.031,Not Hot,2,0
Mercy,Sharyn,6pwSBqZPf8gT6mWrCqrAAh,0.765,0.434,0,-8.515,0,0.096,0.366,0.0,0.0978,0.267,141.939,Not Hot,3,0
Lovers,Anna of the North,6bZuZKR8hoyzZXNh1IW2Bu,0.554,0.486,8,-8.856,1,0.0403,0.458,0.00737,0.136,0.422,94.984,Not Hot,6,0
Golfinho - Ao Vivo,Art Popular,3R8KnrCpmWqTxLzjskJAKZ,0.52,0.833,9,-7.126,1,0.0424,0.111,0.0,0.672,0.906,167.353,Not Hot,0,0
Serenade To Spring,Secret Garden,0zt9Ug83PbMEkJBgSpwdqZ,0.119,0.322,9,-12.25,1,0.0349,0.69,0.888,0.0994,0.125,83.529,Not Hot,4,0
Jesus My King,Bethel Music;Zach Vestnys;Abby Vestnys,0mQaOUXJ46pdM0dHmKu5ha,0.321,0.148,0,-13.452,1,0.0311,0.81,0.0,0.131,0.166,139.766,Not Hot,6,0
Fingerbib,Aphex Twin,3kbaZC3FZTecvlSR67Sr19,0.619,0.564,10,-10.696,0,0.0293,0.872,0.926,0.16,0.787,131.908,Not Hot,5,0
Whatcha See Is Whatcha Get,The Dramatics,4FZXgifX4nMt7RzMTQKoGM,0.638,0.741,6,-8.474,1,0.126,0.229,0.0,0.14,0.91,152.956,Not Hot,2,0
Aqualung,Morcheeba,6gT8vjtfxiWxPsmedAFTsF,0.722,0.651,11,-7.41,0,0.0283,0.124,0.131,0.642,0.866,92.602,Not Hot,0,0
Praise (feat. Gunna),Tchami;Gunna,5cz0T1Q8AmpY18TDLAe2ja,0.737,0.681,10,-10.063,0,0.0536,0.0401,0.0011,0.31,0.799,124.023,Not Hot,3,0
Given-Taken,ENHYPEN,69WpV0U7OMNFGyq8I63dcC,0.631,0.649,8,-4.939,0,0.0377,0.17,0.0,0.321,0.459,108.07,Not Hot,3,0
Hoy Tengo Ganas De Ti,Alejandro Fernández;Christina Aguilera,0N29rN62Oy0EgWD1U2DuKQ,0.395,0.472,3,-6.5,0,0.0392,0.312,0.0,0.0687,0.188,123.223,Not Hot,6,0
Christian Mingle and My Childhood Notebook,Eugene Mirman,7qpPZcSLlr1jJKpSeHzwB6,0.555,0.927,1,-5.424,1,0.907,0.765,0.0,0.799,0.395,80.742,Not Hot,1,1
Towards The Sun,Re-Style,72JeR4wAoM0QdEGoSmvhiS,0.426,0.935,6,-4.437,1,0.0554,0.268,0.652,0.0385,0.136,175.009,Not Hot,5,0
Joy To The World - Remastered 1999,Nat King Cole,6QU82YjJmY9doJBaqE0A88,0.553,0.337,10,-10.334,1,0.0303,0.818,0.0,0.113,0.664,102.213,Not Hot,6,0
18th Hour - Milos Ilic & Oliver Petkovski Remix,André Sobota;Milos Ilic;Oliver Petkovski,2CY5mgXu4oHwDxp1DQwgF2,0.619,0.827,5,-8.072,0,0.0307,0.00542,0.897,0.0856,0.396,123.007,Not Hot,5,0
Convide Rutero - En Vivo,Almafuerte,7kj6NvlKjf2smnnzSPxeyz,0.361,0.832,9,-5.723,1,0.0713,0.0219,0.0,0.482,0.344,82.402,Not Hot,0,0
Eraser,Hypocrisy,3hnRbKie2CrjJmpAd30JlD,0.429,0.951,7,-4.971,1,0.0581,0.000379,0.468,0.116,0.183,100.01,Not Hot,5,0
Adams: Hallelujah Junction: 1st Movement,John Adams;Nicolas Hodges;Rolf Hind,4A1VmZQ2rdCS07En1TLDNb,0.525,0.144,8,-22.617,1,0.0349,0.984,0.89,0.186,0.321,115.509,Not Hot,4,0
Day By Day,Astrud Gilberto,3iJ5YerM9w9nq8vU4gicL6,0.413,0.24,9,-15.817,0,0.0354,0.343,0.0,0.0741,0.339,77.712,Not Hot,6,0
Olha Eu Aqui,Gerson Rufino,1IS8vo49RFyHsn9wOvOvmy,0.657,0.691,7,-5.696,1,0.0324,0.0805,0.0,0.0933,0.382,139.99,Not Hot,2,0
Boomerang,Lalo Ebratt;Trapical,44fGrLd73HAlF2ooc5e1YE,0.603,0.661,0,-5.857,0,0.088,0.221,0.000303,0.0997,0.919,92.135,Not Hot,3,0
Push My Luck,The Chainsmokers,4h8Pmw3RELdsanPjssyJoB,0.563,0.645,2,-6.422,1,0.0428,0.293,0.0,0.202,0.523,89.976,Not Hot,2,0
Joana,Peter Wackel;Chriss Tuxi,6IujLG0qZPjRKdMH5UjA4Q,0.763,0.906,2,-4.856,1,0.0336,0.174,1.35e-06,0.176,0.961,126.043,Not Hot,2,0
Voodoo Jazz,Alex Cortiz,6rArtMqut4dxU8d3CK32Eu,0.681,0.674,1,-10.224,0,0.0465,0.00151,0.932,0.131,0.131,114.506,Not Hot,5,0
Sucio Y Lento,Mariah Angeliq;Lele Pons,5Dzzlq0PaaFFOB4WExDcue,0.717,0.758,5,-2.367,0,0.0718,0.37,0.000303,0.0861,0.96,175.951,Not Hot,3,0
Dance Macabre,Ghost,5DEmBsouGyKFcoDbTrPMEZ,0.619,0.696,7,-6.263,0,0.0315,1.93e-05,0.00555,0.38,0.727,125.984,Not Hot,3,0
Ajetaan tandemilla,Tyrävyö;Jimi Pääkallo,6w69nqXMAyHsKmdkt3R8uG,0.363,0.927,11,-4.412,0,0.0392,0.00199,0.000299,0.096,0.724,187.969,Not Hot,7,0
Niemand wie du,Pietro Lombardi,4ajlh888xhq7gYBMKZ23XV,0.594,0.548,9,-9.738,1,0.263,0.379,2.95e-05,0.135,0.278,95.932,Not Hot,2,0
Fé Em Deus - Live From Brazil/2007,Diogo Nogueira,3XgLyBDVXEl9IcEQl8AL8S,0.543,0.795,11,-7.565,0,0.153,0.62,0.0,0.678,0.691,88.222,Not Hot,0,0
Chão de Giz (Ao Vivo),Zé Ramalho,68mW6JloRbnPziPftal3Nm,0.266,0.744,7,-7.368,1,0.0512,0.0281,7.56e-05,0.942,0.416,95.253,Not Hot,0,0
Berangkat,Boys n Root,13CWjdINSlNUJkoL8XW2ri,0.786,0.731,7,-7.088,1,0.0471,0.225,2.2e-06,0.0531,0.929,122.043,Not Hot,2,0
Eu Creio (Believe For It) - Ao Vivo,Sarah Beatriz,5CyCqSgL6Df4WoXo2eQVcJ,0.317,0.623,7,-7.461,1,0.0375,0.0341,0.0,0.136,0.154,157.638,Not Hot,7,0
Different Size (feat. Victony),Burna Boy;Victony,0s5nhb6ts6uCKAVnGg46y6,0.731,0.755,6,-9.096,1,0.0359,0.6,0.0134,0.191,0.838,107.973,Not Hot,2,0
Bad,Black Sun Empire;State of Mind,4fjprVQCBGaOVKahwHEHrB,0.535,0.925,7,-1.82,1,0.0811,0.000283,0.655,0.315,0.375,172.069,Not Hot,7,0
Taça De Pranto - Ao Vivo,Gian & Giovani,5UrEIAv3VMVtM83jqt8bcZ,0.7,0.783,11,-5.595,1,0.0305,0.589,0.0,0.864,0.835,112.686,Not Hot,0,0
DYING WISH,畠中 祐,0nm0bdksXzUJwJaB4pbCa9,0.422,0.896,11,-4.799,1,0.11,0.0333,0.0,0.227,0.26,175.032,Not Hot,7,0
Otra vez,Zion & Lennox;J Balvin,4LwBxSuZQUJ6kKD1qbcQK7,0.829,0.772,10,-5.43,1,0.104,0.0559,0.000488,0.44,0.702,95.995,Not Hot,2,0
Attention,Omah Lay;Justin Bieber,2wcRkC0i2cCMjD6ZJ25ZxG,0.817,0.72,5,-8.134,0,0.0809,0.172,0.000726,0.109,0.384,119.989,Not Hot,3,0
Mysterium,Alphaxone,4cwPYTDYlJVGBCpJcSssrZ,0.164,0.234,9,-22.272,0,0.0726,0.275,0.876,0.107,0.0392,127.141,Not Hot,4,0
"If You Want To Sing Out, Sing Out",Yusuf / Cat Stevens,340t55txxJWQmTFK7wARZh,0.687,0.284,0,-13.452,1,0.0355,0.791,0.0145,0.158,0.851,132.242,Not Hot,6,0
I Come Correct,Promo,3HKcA3RHjWhKOKG37thGZZ,0.689,0.931,11,-4.467,1,0.144,0.0114,0.589,0.0753,0.145,147.852,Not Hot,5,0
No Debí Conocerte,Los Apus,7lCc29rXmulE7MSpOiQcil,0.693,0.727,3,-3.883,1,0.0666,0.535,2.01e-06,0.0796,0.932,140.902,Not Hot,2,0
Love The Way You Lie - Part III (Original Demo),Skylar Grey,1iBBkRHjW8zY4foZ42hOAa,0.599,0.242,10,-11.686,1,0.0335,0.911,0.0,0.07,0.263,82.995,Not Hot,6,0
Rain Day,Jesse Cook,0B8j3jL4IENUpKfSh2zVhB,0.325,0.298,10,-10.047,0,0.0323,0.895,0.818,0.0898,0.137,156.361,Not Hot,4,0
Ханнамонтана,Poshlaya Molly,4Gbvsz5oOesTeYiod5Wwra,0.566,0.906,7,-5.199,1,0.0681,0.000741,0.0,0.343,0.405,141.025,Not Hot,7,0
Out In the Real World,Stream of Passion,3mvE6342MSu7wJvXUpTamG,0.462,0.67,9,-5.809,0,0.0285,0.00193,5.96e-06,0.273,0.352,133.024,Not Hot,3,0
A Moment Apart,ODESZA,59wlTaYOL5tDUgXnbBQ3my,0.515,0.663,7,-7.896,0,0.0328,0.179,0.668,0.494,0.0756,120.024,Not Hot,5,0
Caught Up,Gryffin;Olivia O'Brien,2u7KsKOzSyzHHsLWf1PKnc,0.704,0.822,5,-4.69,0,0.0366,0.0097,0.00117,0.147,0.541,122.031,Not Hot,3,0
Vai Nessa,Gamação,72XGgPcXU20bYIFECI4EtO,0.599,0.755,11,-7.044,0,0.0477,0.451,0.0,0.201,0.8,89.994,Not Hot,3,0
Summer Is for Falling in Love,Sarah Kang;EyeLoveBrandon,6yfGer1TKpxOjhSd5eL0DL,0.542,0.417,11,-8.05,1,0.218,0.469,6.87e-06,0.139,0.279,75.279,Not Hot,6,0
What Child Is This?,Josh Groban,5gBTjygVjN8f96lVuUBhGa,0.431,0.328,1,-13.039,1,0.0311,0.822,0.00329,0.116,0.159,148.068,Not Hot,6,0
離別再叮嚀,張偉文,6F0YZGGMT01xFYWAoQTmLT,0.623,0.401,1,-10.144,0,0.0301,0.383,0.0196,0.095,0.278,140.114,Not Hot,6,0
Mr. Jones,Counting Crows,7D9CMVj8TeaozjxYCIE5oF,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,Not Hot,2,0
Let's Go Home Together,Ella Henderson;Tom Grennan,3rrPkyHJKxL5s4H5xUlP5H,0.661,0.486,5,-4.438,1,0.0431,0.454,0.0,0.0994,0.309,78.31,Not Hot,6,0
En Esta Tarde Gris,Aníbal Troilo Y Su Orquesta Típica;Roberto Goyeneche,1arTsdsCHO3OUsarGPam0D,0.437,0.301,9,-11.153,0,0.0397,0.865,0.000249,0.217,0.559,110.409,Not Hot,6,0
老人與海,G.E.M.,0f3cZB6WJ6ST9JuiDRs21x,0.535,0.459,0,-4.528,0,0.0286,0.763,0.0,0.12,0.176,137.976,Not Hot,6,0
Humara Ho Gaya,Osho Jain;Sanchi,7qMCYAkTTbFOw1hUXvAAje,0.657,0.249,0,-12.8,1,0.0528,0.929,0.0,0.0965,0.226,148.027,Not Hot,6,0
Minus,ohGr,6Q8RfJdfgpYmrbFxX3Sszh,0.533,0.958,5,-6.26,0,0.0887,0.000394,0.0416,0.0905,0.455,146.999,Not Hot,3,0
Govinda Govinda,Priya Sisters,3Te9Xd6Xe9VlNYShcOthTV,0.595,0.657,8,-5.418,1,0.0298,0.735,0.0,0.387,0.782,102.321,Not Hot,2,0
S.O.S.,Armored Dawn,3eMOYZRLqXMBw9aqaFR92P,0.541,0.971,10,-3.323,0,0.088,2.78e-05,0.0052,0.0837,0.36,107.949,Not Hot,3,0
Det är över nu,Gyllene Tider,0wGs7nAvEHClPMrNIuQX9G,0.454,0.869,11,-5.774,0,0.0512,0.00699,3.89e-05,0.284,0.533,131.5,Not Hot,3,0
La Única Voz,No Te Va Gustar,3UEs83vjOBXpzGUzCozijk,0.605,0.727,7,-4.831,0,0.096,0.0936,0.000156,0.0526,0.865,164.828,Not Hot,3,0
Dile a Tu Dueño,Maelo Ruiz,496rc0K6LywyYNnwsHGi91,0.763,0.809,0,-4.957,1,0.0458,0.224,0.0,0.0803,0.689,86.606,Not Hot,2,0
Sobre o Tempo,Pato Fu,5wSagCWflNwJ1xM59ZKw6O,0.633,0.551,11,-12.294,1,0.0427,0.00731,0.123,0.144,0.427,94.946,Not Hot,2,0
Never Arriving,New Model Army,6JMtrTuP20pLzNc6NCRFO6,0.639,0.773,8,-8.785,0,0.0296,0.0835,0.333,0.177,0.497,125.006,Not Hot,3,0
Ariwoko,Chico Mann;Captain Planet,3lG4iaJtEhwBusaLw4vEkG,0.72,0.837,0,-5.98,0,0.0504,0.168,0.0629,0.124,0.922,81.997,Not Hot,3,0
Elevador - Ao Vivo,Lauana Prado,2ULADEPozZxudqEj5qsxnj,0.764,0.764,4,-3.226,1,0.0369,0.345,0.0,0.837,0.718,104.952,Not Hot,0,0
The Pusher,Steppenwolf,5FcQcDHuwpzP70vhlCqVi2,0.508,0.47,0,-9.339,1,0.0262,0.201,0.0553,0.14,0.69,81.016,Not Hot,2,0
I Love You Because,Ernest Tubb,5YvOtpbUyVBK9ANxtmYokp,0.662,0.249,7,-13.972,1,0.0319,0.488,0.0,0.196,0.589,127.722,Not Hot,6,0
Anpanman,BTS,34OSqW5ULWxmCEMjJ1ZgVW,0.813,0.876,1,-2.92,0,0.0922,0.024,0.0,0.287,0.757,98.989,Not Hot,3,0
Con Calma,Daddy Yankee;Snow,1qdiryo9D6QgoZw9beV72q,0.737,0.86,8,-2.652,0,0.0594,0.11,1.94e-06,0.0574,0.656,93.989,Not Hot,3,0
Ministry of Love - Kevin Mckay 90s Edit,Romanthony;Kevin McKay,5PrJQYU5pPNBzSAOiW1Ham,0.752,0.753,2,-7.568,1,0.0622,0.00732,0.262,0.591,0.209,121.988,Not Hot,0,0
Ocean Drive,Duke Dumont,3rrgneYIM5KKZTM28CCZqs,0.67,0.776,8,-4.091,0,0.047,0.00388,0.000189,0.122,0.624,115.034,Not Hot,3,0
Return To Zero - The Mystery Land Anthem,Marshall Masters,3Rn21K5Te3TUM0AcFtisuX,0.679,0.866,8,-9.691,1,0.0719,3.84e-05,0.755,0.956,0.0457,147.086,Not Hot,0,0
Sonuna Kadar,Ceg;Fery,4yzs6Ba0GQH55Zo66Q51PS,0.617,0.681,11,-4.712,1,0.386,0.412,0.0,0.141,0.64,125.07,Not Hot,2,0
Witchcraft,Pendulum,4Y2glvLjQGOb4dXnwm1hQf,0.42,0.969,1,-3.139,1,0.0581,2.84e-05,0.00861,0.379,0.182,174.038,Not Hot,7,0
A Volta do Boêmio,Nelson Gonçalves,67LQpgGMjI0jnXo9lRj07C,0.596,0.314,9,-10.024,0,0.029,0.892,1.35e-06,0.168,0.6,99.435,Not Hot,6,0
Praise His Holy Name - House Remix,Maurice Joshua;The Whispers,6jnlYWmuU2c3jvN0J0bIZV,0.758,0.694,1,-8.033,1,0.29,0.0957,1.92e-06,0.117,0.874,119.977,Not Hot,2,0
I Can Understand It,The New Birth,65x1aCYMTLRNitjuWzWjL8,0.774,0.819,8,-9.421,0,0.0901,0.17,0.0,0.0304,0.847,125.047,Not Hot,3,0
Leva-Me Além - Ao Vivo,Trazendo a Arca,0KGqMe7q6OdmpdlHtjOmZ5,0.308,0.491,2,-7.691,1,0.0286,0.451,4.73e-06,0.816,0.0398,129.508,Not Hot,0,0
Small Things,Ben Howard,5RySo0AAUR0reTHSCvb6HC,0.393,0.595,7,-9.825,0,0.0405,0.79,0.297,0.115,0.165,135.797,Not Hot,6,0
Dalan Anyar,Didi Kempot,3KYTK0Gy0KmjbWQMfPvBZT,0.701,0.567,1,-8.933,1,0.027,0.673,0.117,0.103,0.618,135.037,Not Hot,2,0
